tf_hgnc_symbol,ensembl_gene_id,mapped_model_id,model_collection,cross_exp_pearsonr,within_exp_pearsonr,snpselex_first_batch_pearsonr,snpselex_novel_batch_pearsonr,mapping_type
ALX3,ENSG00000156150,MIXL1_NA_TGATTT20NTTA_ESAE_yang2017_0_3_7mer,primary,0.8970458078414176,0.8717598177638778,,,CIS-BP
ALX3,ENSG00000156150,MNX1_eDBD_TTGGCA40NTCG_KO_yin2017_0_3_7mer,primary,0.5236811637399051,0.8815226063586873,,,CIS-BP
ALX3,ENSG00000156150,MSX1_eDBD_TACTGG40NGGA_KO_yin2017_0_3_7mer,primary,0.8517067201150309,0.8070451389973571,,,CIS-BP
ALX3,ENSG00000156150,MSX2_eDBD_TAACTC40NGTC_KR_yin2017_0_1_7mer,secondary-novel-batch,,0.9009470150578491,,0.3255700076078865,CIS-BP
ALX3,ENSG00000156150,MSX2_NA_TGCGGG20NGA_ESW_yang2017_0_3_7mer,primary,0.8888548369743979,0.7553019731668049,,,CIS-BP
ALX3,ENSG00000156150,NOTO_NA_TGCGTT30NTGC_AI_jolma2013_0_4_7mer,primary,0.6687033360192944,0.8535169824145455,,,CIS-BP
ALX3,ENSG00000156150,PDX1_eDBD_TGCCCT40NTCG_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8333947312035038,,0.6357657953966259,CIS-BP
ALX3,ENSG00000156150,PDX1_NA_TGGAAT30NAAT_AI_jolma2013_0_4_7mer,primary,0.8347009400969707,0.8310941747868187,,,CIS-BP
ALX3,ENSG00000156150,PHOX2A_eDBD_TTCGGG40NGAG_KR_yin2017_0_4_7mer,primary,0.8584680882448142,0.8651336976362987,,,CIS-BP
ALX3,ENSG00000156150,PHOX2A_NA_TGACTC20NGA_ESY_yang2017_0_2_7mer,secondary-novel-batch,,0.8291532898920936,,0.7242696390671763,CIS-BP
ALX3,ENSG00000156150,PHOX2B_NA_TGCTGT20NGA_ESAE_yang2017_1_3_7mer,primary,0.829272090176549,0.8732740435617239,,,CIS-BP
ALX3,ENSG00000156150,PROP1_NA_TGTATT20NGA_ESAE_yang2017_0_4_7mer,primary,0.8218808288777396,0.7452592959213701,,,CIS-BP
ALX3,ENSG00000156150,PRRX1_NA_TTCCCC20NTA_ESAD_yang2017_0_3_7mer,primary,0.9520428524345802,0.9087643300645869,,,CIS-BP
ALX3,ENSG00000156150,PRRX2_FL_TAGGAC40NACA_KV_yin2017_0_3_7mer,primary,0.8084553470464967,0.9323535948864584,,,CIS-BP
ALX3,ENSG00000156150,RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8679051957553606,0.6435739017062819,0.7050308477639793,CIS-BP
ALX3,ENSG00000156150,RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,,0.9002142601699936,0.651797053253476,0.6971496196730604,CIS-BP
ALX3,ENSG00000156150,RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,0.6781704524587489,0.6022897765133772,,,CIS-BP
ALX3,ENSG00000156150,RAXL1_NA_TACTCA20NTA_Q_jolma2013_0_4_7mer,primary,0.9418949842308268,0.9139712440426994,,,CIS-BP
ALX3,ENSG00000156150,SHOX_eDBD_TCCGTC40NGTT_KT_yin2017_1_2_7mer,primary,0.9328738204448879,0.937440626773633,,,CIS-BP
ALX3,ENSG00000156150,SHOX_eDBD_TTTAGC40NGAC_KT_yin2017_0_1_7mer,secondary-novel-batch,,0.9023876534988577,0.7703297981681406,0.7528270337408336,CIS-BP
ALX3,ENSG00000156150,SHOX_eDBD_TTTAGC40NGAC_KT_yin2017_0_2_7mer,secondary-first-batch,,0.9146275850738412,0.7724837332861192,0.7453955606393864,CIS-BP
ALX3,ENSG00000156150,SHOX2_NA_TACGTC20NTGC_ESY_yang2017_0_3_7mer,primary,0.9556455782388913,0.8567779779583005,,,CIS-BP
ALX3,ENSG00000156150,UNCX_NA_TGCAAG20NGA_ESAF_yang2017_1_3_7mer,primary,0.9124364079273507,0.8984194606920501,,,CIS-BP
ALX3,ENSG00000156150,VAX1_eDBD_TGTCTT40NTTC_KO_yin2017_0_4_7mer,primary,0.9219561256341389,0.9366529763009266,,,CIS-BP
ALX3,ENSG00000156150,VAX2_eDBD_TCGACC40NCCT_KAN_yin2017_0_2_7mer,secondary-novel-batch,,0.9280459916575814,0.7419177544735539,0.5952561012087975,CIS-BP
ALX3,ENSG00000156150,VAX2_FL_TGTCGA40NGCA_KX_yin2017_0_3_7mer,primary,0.9187708973014591,0.9362133477425147,,,CIS-BP
ALX3,ENSG00000156150,VSX1_FL_TTAGGA40NTCT_KAE_yin2017_0_3_7mer,primary,0.9199596051742749,0.9463186710421775,,,CIS-BP
ALX3,ENSG00000156150,VSX2_eDBD_TTTGTT40NTAT_KO_yin2017_0_4_7mer,primary,0.9185277819866103,0.894226430630058,,,CIS-BP
ALX3,ENSG00000156150,ZFHX3_DBD_TCCCGT40NATG_KL_nitta2015_1_4_7mer,primary,0.7776842471265066,0.7617561364986719,,,CIS-BP
ALX4,ENSG00000052850,ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,0.9159072262889877,0.9243254242679831,,,CIS-BP
ALX4,ENSG00000052850,ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,0.8973762106973114,0.8977566200938389,,,CIS-BP
ALX4,ENSG00000052850,ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,0.8881346708648697,0.8462360346310192,,,cognate
ALX4,ENSG00000052850,ARX_eDBD_TAGCGC40NCGC_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8722121025742563,0.4987867688140423,0.6785928020278328,CIS-BP
ALX4,ENSG00000052850,ARX_eDBD_TAGCGC40NCGC_KO_yin2017_1_3_7mer,primary,0.7534995898564554,0.9171430223259835,,,CIS-BP
ALX4,ENSG00000052850,BARX1_NA_TATTCG20NCTG_ESAC_yang2017_0_3_7mer,primary,0.9418851820211688,0.8751092958722444,,,CIS-BP
ALX4,ENSG00000052850,BARX2_FL_TAGTTA40NGTG_KZ_yin2017_0_4_7mer,primary,0.9131715877080402,0.8778648491532985,,,CIS-BP
ALX4,ENSG00000052850,BSX_NA_TATGAA20NCG_ESY_yang2017_0_3_7mer,primary,0.8781801775939713,0.8790015682419852,,,CIS-BP
ALX4,ENSG00000052850,DLX2_eDBD_TGTCTG40NAGG_KP_yin2017_0_4_7mer,primary,0.924200590767745,0.9326544571393518,,,CIS-BP
ALX4,ENSG00000052850,DLX3_eDBD_TCCAGC40NGGC_KN_yin2017_0_3_7mer,primary,0.9433091761809725,0.927871549438285,,,CIS-BP
ALX4,ENSG00000052850,DLX3_FL_TGGAGA40NCCA_KW_yin2017_1_4_7mer,secondary-first-batch,,0.920435986225256,0.3964169309403371,0.436603284176275,CIS-BP
ALX4,ENSG00000052850,DLX5_eDBD_TCATGT40NCTG_KT_yin2017_0_3_7mer,primary,0.8583190531701406,0.9461647993936503,,,CIS-BP
ALX4,ENSG00000052850,DRGX_eDBD_TACTAC40NGCC_KO_yin2017_2_4_6mer,secondary-first-batch,,0.8790941156014201,0.2074021797856017,0.5911635232566489,CIS-BP
ALX4,ENSG00000052850,DRGX_eDBD_TTGAAG40NCTC_KO_yin2017_0_4_7mer,primary,0.9201054575381796,0.9239432088803681,,,CIS-BP
ALX4,ENSG00000052850,EMX1_eDBD_TTAGCA40NGGT_KO_yin2017_0_4_7mer,primary,0.9049411778697647,0.908952886328186,,,CIS-BP
ALX4,ENSG00000052850,EMX1_FL_TAAGAT40NATG_KW_yin2017_0_1_7mer,secondary-novel-batch,,0.8541554136187783,0.7226870872121413,0.5797573367639302,CIS-BP
ALX4,ENSG00000052850,EMX2_NA_TGGTTC30NTTT_ESAI_yang2017_0_4_7mer,primary,0.8871059362383535,0.7804380278548648,,,CIS-BP
ALX4,ENSG00000052850,EN1_eDBD_TATATA40NGCT_KR_yin2017_0_1_6mer,secondary-novel-batch,,0.7756097892951888,,0.2361496427723397,CIS-BP
ALX4,ENSG00000052850,EN1_NA_TGACCT20NCCA_W_jolma2013_0_3_7mer,primary,0.8015038750384417,0.8181719856359604,,,CIS-BP
ALX4,ENSG00000052850,EN2_eDBD_TGGCCT40NTAT_KS_yin2017_0_1_7mer,secondary-novel-batch,,0.8492692270586448,0.4380812796314686,0.4568114593810642,CIS-BP
ALX4,ENSG00000052850,EN2_NA_TGCCAT20NGA_ESAE_yang2017_0_4_7mer,primary,0.7234481147663661,0.7704304220534207,,,CIS-BP
ALX4,ENSG00000052850,ESX1_eDBD_TTGTTC40NAAG_KAN_yin2017_0_4_7mer,primary,0.9237636623740386,0.9066494259625154,,,CIS-BP
ALX4,ENSG00000052850,EVX1_eDBD_TTAGTG40NACC_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.9086977082508922,0.5033085691409657,0.6230324449456011,CIS-BP
ALX4,ENSG00000052850,EVX1_eDBD_TTAGTG40NACC_KO_yin2017_0_4_7mer,secondary-first-batch,,0.9252861143094184,0.513846311009126,0.5958653125723911,CIS-BP
ALX4,ENSG00000052850,EVX1_NA_TGGGAC20NAGT_Z_jolma2013_0_3_7mer,primary,0.8862722909755149,0.866566050245522,,,CIS-BP
ALX4,ENSG00000052850,EVX2_NA_TCAAGG20NGAA_ESY_yang2017_0_3_7mer,primary,0.9514370529389834,0.885097941492461,,,CIS-BP
ALX4,ENSG00000052850,GBX1_NA_TAGTCC20NCG_ESY_yang2017_0_3_7mer,primary,0.937062960062988,0.8263113749529007,,,CIS-BP
ALX4,ENSG00000052850,GBX2_FL_TGGTGG40NTAA_KV_yin2017_0_4_7mer,secondary-first-batch,,0.9439403154924104,0.6815479064316594,0.6795169251157347,CIS-BP
ALX4,ENSG00000052850,GBX2_NA_TCCCGA20NGCC_ESY_yang2017_0_2_7mer,primary,0.812452389000987,0.8601766852704755,,,CIS-BP
ALX4,ENSG00000052850,GSX1_eDBD_TCATGT40NCTG_KO_yin2017_0_4_7mer,primary,0.6500245797910436,0.9070695596899745,,,CIS-BP
ALX4,ENSG00000052850,GSX2_eDBD_TTCGAA40NGAC_KO_yin2017_0_3_7mer,primary,0.8596840941811197,0.8850919786898052,,,CIS-BP
ALX4,ENSG00000052850,HESX1_NA_TCTTCT20NCTG_ESZ_yang2017_0_4_7mer,primary,0.7984953239568686,0.6662391973014219,,,CIS-BP
ALX4,ENSG00000052850,HESX1_NA_TCTTCT20NCTG_ESZ_yang2017_2_3_6mer,secondary-first-batch,,0.5817940282172837,0.6381229690336373,0.1860075799908646,CIS-BP
ALX4,ENSG00000052850,HOXA2_eDBD_TAGTCT40NGCA_KN_yin2017_0_2_7mer,secondary-first-batch,,0.944521921318447,0.5245239487887176,0.3813367141115274,CIS-BP
ALX4,ENSG00000052850,HOXA2_NA_TTATTA20NTA_ESAF_yang2017_0_3_7mer,primary,0.9249272991699955,0.8946400896818688,,,CIS-BP
ALX4,ENSG00000052850,HOXA3_FL_TCCGGT40NTCT_KK_nitta2015_1_3_7mer,primary,0.9450679477386839,0.9052129762217558,,,CIS-BP
ALX4,ENSG00000052850,HOXB2_eDBD_TGGGCC40NGGA_KP_yin2017_0_4_7mer,primary,0.9229896250065728,0.953574036328967,,,CIS-BP
ALX4,ENSG00000052850,HOXB3_NA_TACATT20NTAC_ESY_yang2017_0_3_7mer,primary,0.9034610155064453,0.8044553584922549,,,CIS-BP
ALX4,ENSG00000052850,HOXD3_NA_TGCCAT20NCG_P_jolma2013_0_4_7mer,primary,0.8212103171244249,0.7255252756368104,,,CIS-BP
ALX4,ENSG00000052850,ISX_FL_TTCAAG40NGCC_KW_yin2017_0_1_7mer,secondary-novel-batch,,0.9199807472235846,0.7415103264366085,0.57865831128178,CIS-BP
ALX4,ENSG00000052850,ISX_FL_TTCAAG40NGCC_KW_yin2017_0_3_7mer,secondary-first-batch,,0.9379382227291955,0.7566779527582033,0.549491080116355,CIS-BP
ALX4,ENSG00000052850,ISX_NA_TGAGTG20NTGA_ESAE_yang2017_0_3_7mer,primary,0.9152579145114421,0.8312262598930751,,,CIS-BP
ALX4,ENSG00000052850,LBX2_eDBD_TGAAGC40NCTA_KP_yin2017_0_4_7mer,primary,0.8685306395893365,0.9425173062756633,,,CIS-BP
ALX4,ENSG00000052850,LHX1_eDBD_TAACTG40NGTA_KO_yin2017_0_4_7mer,primary,0.8129312007939045,0.6870891970697459,,,CIS-BP
ALX4,ENSG00000052850,LHX2_NA_TCCAGT30NGAC_ESAI_yang2017_0_4_7mer,primary,0.7911305955960539,0.5877654164573487,,,CIS-BP
ALX4,ENSG00000052850,LHX4_FL_TGGCAC40NAAG_KX_yin2017_0_1_7mer,secondary-novel-batch,,0.7895206927352209,0.5025741317135726,0.5981185273692692,CIS-BP
ALX4,ENSG00000052850,LHX4_FL_TGGCAC40NAAG_KX_yin2017_0_4_7mer,primary,0.7707039034361773,0.8842614449085009,,,CIS-BP
ALX4,ENSG00000052850,LHX5_FL_TTCTTG40NTGC_KW_yin2017_0_4_7mer,primary,0.9351515587061696,0.8951093598763542,,,CIS-BP
ALX4,ENSG00000052850,LHX6_FL_TGTCAA40NCGA_KAE_yin2017_0_2_7mer,secondary-first-batch,,0.9325472254678409,0.7707529484106033,,CIS-BP
ALX4,ENSG00000052850,LHX6_NA_TCGGGG20NGGT_AF_jolma2013_0_4_7mer,primary,0.6573719735162772,0.6430059618521743,,,CIS-BP
ALX4,ENSG00000052850,LHX8_FL_TAGCTG40NCTA_KW_yin2017_0_1_7mer,secondary-novel-batch,,0.9360733697156429,0.7519698578573684,0.6432865437981943,CIS-BP
ALX4,ENSG00000052850,LHX8_FL_TAGCTG40NCTA_KW_yin2017_0_2_7mer,secondary-first-batch,,0.9420510387086654,0.7592406625683826,0.6417011912634694,CIS-BP
ALX4,ENSG00000052850,LHX8_FL_TTGCGA40NGTA_KW_yin2017_0_4_7mer,primary,0.8764077119978877,0.9454372130662746,,,CIS-BP
ALX4,ENSG00000052850,LHX9_eDBD_TGGACG40NAAG_KP_yin2017_0_4_7mer,primary,0.8292023132829975,0.8801537770373723,,,CIS-BP
ALX4,ENSG00000052850,LHX9_eDBD_TTAGCA40NGGT_KP_yin2017_0_1_7mer,secondary-novel-batch,,0.7983311805254699,0.7280225060402774,0.6049056453994016,CIS-BP
ALX4,ENSG00000052850,LHX9_FL_TTTGGT40NCTT_KW_yin2017_0_4_7mer,secondary-first-batch,,0.9075634927122377,0.7296361889482669,0.5906369413306009,CIS-BP
ALX4,ENSG00000052850,LMX1A_eDBD_TGAATC40NGTA_KO_yin2017_0_3_7mer,primary,0.8606257082608965,0.9026308574680044,,,CIS-BP
ALX4,ENSG00000052850,LMX1A_NA_TCTGGT20NGGG_ESZ_yang2017_0_4_7mer,secondary-novel-batch,,0.8958899381790568,,0.7620954144333695,CIS-BP
ALX4,ENSG00000052850,LMX1B_NA_TGAGGC20NGGA_ESZ_yang2017_0_2_7mer,primary,0.7424808140124487,0.935995587734046,,,CIS-BP
ALX4,ENSG00000052850,MEOX1_DBD_TTAGGG20NTA_KH_nitta2015_1_3_7mer,primary,0.7378146374143509,0.8621169843925728,,,CIS-BP
ALX4,ENSG00000052850,MEOX1_FL_TAAGCA40NGTC_KX_yin2017_0_1_6mer,secondary-novel-batch,,0.8436238651073408,,0.3308515471953592,CIS-BP
ALX4,ENSG00000052850,MIXL1_FL_TATAGT40NAGG_KW_yin2017_0_1_7mer,secondary-novel-batch,,0.8355287558249889,0.5467715264985922,0.5054571938475009,CIS-BP
ALX4,ENSG00000052850,MIXL1_NA_TGATTT20NTTA_ESAE_yang2017_0_3_7mer,primary,0.8970458078414176,0.8717598177638778,,,CIS-BP
ALX4,ENSG00000052850,MNX1_eDBD_TTGGCA40NTCG_KO_yin2017_0_3_7mer,primary,0.5236811637399051,0.8815226063586873,,,CIS-BP
ALX4,ENSG00000052850,MSX1_eDBD_TACTGG40NGGA_KO_yin2017_0_3_7mer,primary,0.8517067201150309,0.8070451389973571,,,CIS-BP
ALX4,ENSG00000052850,MSX2_eDBD_TAACTC40NGTC_KR_yin2017_0_1_7mer,secondary-novel-batch,,0.9009470150578491,,0.3255700076078865,CIS-BP
ALX4,ENSG00000052850,MSX2_NA_TGCGGG20NGA_ESW_yang2017_0_3_7mer,primary,0.8888548369743979,0.7553019731668049,,,CIS-BP
ALX4,ENSG00000052850,NOTO_NA_TGCGTT30NTGC_AI_jolma2013_0_4_7mer,primary,0.6687033360192944,0.8535169824145455,,,CIS-BP
ALX4,ENSG00000052850,PDX1_eDBD_TGCCCT40NTCG_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8333947312035038,,0.6357657953966259,CIS-BP
ALX4,ENSG00000052850,PDX1_NA_TGGAAT30NAAT_AI_jolma2013_0_4_7mer,primary,0.8347009400969707,0.8310941747868187,,,CIS-BP
ALX4,ENSG00000052850,PHOX2A_eDBD_TTCGGG40NGAG_KR_yin2017_0_4_7mer,primary,0.8584680882448142,0.8651336976362987,,,CIS-BP
ALX4,ENSG00000052850,PHOX2A_NA_TGACTC20NGA_ESY_yang2017_0_2_7mer,secondary-novel-batch,,0.8291532898920936,,0.7242696390671763,CIS-BP
ALX4,ENSG00000052850,PHOX2B_NA_TGCTGT20NGA_ESAE_yang2017_1_3_7mer,primary,0.829272090176549,0.8732740435617239,,,CIS-BP
ALX4,ENSG00000052850,PROP1_NA_TGTATT20NGA_ESAE_yang2017_0_4_7mer,primary,0.8218808288777396,0.7452592959213701,,,CIS-BP
ALX4,ENSG00000052850,PRRX1_NA_TTCCCC20NTA_ESAD_yang2017_0_3_7mer,primary,0.9520428524345802,0.9087643300645869,,,CIS-BP
ALX4,ENSG00000052850,PRRX2_FL_TAGGAC40NACA_KV_yin2017_0_3_7mer,primary,0.8084553470464967,0.9323535948864584,,,CIS-BP
ALX4,ENSG00000052850,RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8679051957553606,0.6435739017062819,0.7050308477639793,CIS-BP
ALX4,ENSG00000052850,RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,,0.9002142601699936,0.651797053253476,0.6971496196730604,CIS-BP
ALX4,ENSG00000052850,RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,0.6781704524587489,0.6022897765133772,,,CIS-BP
ALX4,ENSG00000052850,RAXL1_NA_TACTCA20NTA_Q_jolma2013_0_4_7mer,primary,0.9418949842308268,0.9139712440426994,,,CIS-BP
ALX4,ENSG00000052850,SHOX_eDBD_TCCGTC40NGTT_KT_yin2017_1_2_7mer,primary,0.9328738204448879,0.937440626773633,,,CIS-BP
ALX4,ENSG00000052850,SHOX_eDBD_TTTAGC40NGAC_KT_yin2017_0_1_7mer,secondary-novel-batch,,0.9023876534988577,0.7703297981681406,0.7528270337408336,CIS-BP
ALX4,ENSG00000052850,SHOX_eDBD_TTTAGC40NGAC_KT_yin2017_0_2_7mer,secondary-first-batch,,0.9146275850738412,0.7724837332861192,0.7453955606393864,CIS-BP
ALX4,ENSG00000052850,SHOX2_NA_TACGTC20NTGC_ESY_yang2017_0_3_7mer,primary,0.9556455782388913,0.8567779779583005,,,CIS-BP
ALX4,ENSG00000052850,UNCX_NA_TGCAAG20NGA_ESAF_yang2017_1_3_7mer,primary,0.9124364079273507,0.8984194606920501,,,CIS-BP
ALX4,ENSG00000052850,VAX1_eDBD_TGTCTT40NTTC_KO_yin2017_0_4_7mer,primary,0.9219561256341389,0.9366529763009266,,,CIS-BP
ALX4,ENSG00000052850,VAX2_eDBD_TCGACC40NCCT_KAN_yin2017_0_2_7mer,secondary-novel-batch,,0.9280459916575814,0.7419177544735539,0.5952561012087975,CIS-BP
ALX4,ENSG00000052850,VAX2_FL_TGTCGA40NGCA_KX_yin2017_0_3_7mer,primary,0.9187708973014591,0.9362133477425147,,,CIS-BP
ALX4,ENSG00000052850,VSX1_FL_TTAGGA40NTCT_KAE_yin2017_0_3_7mer,primary,0.9199596051742749,0.9463186710421775,,,CIS-BP
ALX4,ENSG00000052850,VSX2_eDBD_TTTGTT40NTAT_KO_yin2017_0_4_7mer,primary,0.9185277819866103,0.894226430630058,,,CIS-BP
ALX4,ENSG00000052850,ZFHX3_DBD_TCCCGT40NATG_KL_nitta2015_1_4_7mer,primary,0.7776842471265066,0.7617561364986719,,,CIS-BP
ANKZF1,ENSG00000163516,ANKZF1_FL_AA40NAGTGGT_YWM_jolma2025_0_3_7mer,primary,0.5298590203373622,0.6201619097821038,,,cognate
AR,ENSG00000169083,AR_NA_TGCTCG20NGA_AF_jolma2013_1_3_7mer,primary,0.6005942835711953,0.5969716891775326,,,cognate
AR,ENSG00000169083,NR3C1_NA_Lib1_NA_bhimsaria2023_0(2)_2_7mer,primary,0.9127515316117454,0.8963361271874538,,,CIS-BP
AR,ENSG00000169083,NR3C2_eDBD_TGCTGG40NGCC_KT_yin2017_0_4_7mer,primary,0.7511069742384737,0.8908630931949263,,,CIS-BP
AR,ENSG00000169083,PGR_NA_Lib1_NA_bhimsaria2023_0(3)_3_7mer,primary,0.5438926996061904,0.7851408281157055,,,CIS-BP
ARGFX,ENSG00000186103,ARGFX_eDBD_TGGTCC40NTTC_KO_yin2017_0_3_7mer,primary,0.9020038169509241,0.6476327470662014,,,cognate
ARGFX,ENSG00000186103,ARGFX_eDBD_TGGTTA40NTAC_KO_yin2017_2_4_7mer,secondary-novel-batch,,0.839199180786892,,0.3677699663795897,cognate
ARHGAP35,ENSG00000160007,ARHGAP35_FL_CG40NTCTTGA_YWL_jolma2025_0_3_7mer,primary,0.5876384560386072,0.7147513957134876,,,cognate
ARID2,ENSG00000189079,ARID2_FL_AA40NCCGCGT_YWL_jolma2025_0_4_7mer,primary,0.538919097079949,0.6000689792774945,,,cognate
ARID3A,ENSG00000116017,ARID3A_DBD_TCACAC20NACA_KG_nitta2015_1_3_7mer,primary,0.8689927447100513,0.8199791077022394,,,cognate
ARID3B,ENSG00000179361,ARID3A_DBD_TCACAC20NACA_KG_nitta2015_1_3_7mer,primary,0.8689927447100513,0.8199791077022394,,,CIS-BP
ARID3C,ENSG00000205143,ARID3A_DBD_TCACAC20NACA_KG_nitta2015_1_3_7mer,primary,0.8689927447100513,0.8199791077022394,,,CIS-BP
ARNT,ENSG00000143437,ARNT2_eDBD_TCTGTC40NCAA_KT_yin2017_0_3_7mer,primary,0.841920707116431,0.9189504181534213,,,CIS-BP
ARNT2,ENSG00000172379,ARNT2_eDBD_TCTGTC40NCAA_KT_yin2017_0_3_7mer,primary,0.841920707116431,0.9189504181534213,,,cognate
ARX,ENSG00000004848,ALX1_NA_TAAAGC20NCG_ESZ_yang2017_0_2_7mer,primary,0.9159072262889877,0.9243254242679831,,,CIS-BP
ARX,ENSG00000004848,ALX3_eDBD_TGCTCC40NCCG_KO_yin2017_0_4_7mer,primary,0.8973762106973114,0.8977566200938389,,,CIS-BP
ARX,ENSG00000004848,ALX4_eDBD_TGCGTA40NTCA_KW_yin2017_0_4_7mer,primary,0.8881346708648697,0.8462360346310192,,,CIS-BP
ARX,ENSG00000004848,ARX_eDBD_TAGCGC40NCGC_KO_yin2017_0_1_7mer,secondary-novel-batch,,0.8722121025742563,0.4987867688140423,0.6785928020278328,cognate
ARX,ENSG00000004848,ARX_eDBD_TAGCGC40NCGC_KO_yin2017_1_3_7mer,primary,0.7534995898564554,0.9171430223259835,,,cognate
ARX,ENSG00000004848,BARHL1_eDBD_TTAGCG40NAGA_KT_yin2017_0_4_7mer,primary,0.8788467504283809,0.9141625957759754,,,CIS-BP
ARX,ENSG00000004848,BARHL1_NA_TCAGTC20NCG_AC_jolma2013_0_2_7mer,secondary-novel-batch,,0.8912040960394787,0.4723225498545066,0.1713009828028022,CIS-BP
ARX,ENSG00000004848,BARHL2_eDBD_TAAAGA40NTCC_KT_yin2017_0_1_7mer,secondary-novel-batch,,0.9133073681694525,,0.5134699288175507,CIS-BP
ARX,ENSG00000004848,BARHL2_NA_TATTGT20NGTG_ESAC_yang2017_0_2_7mer,primary,0.9001552224762635,0.8954624890881817,,,CIS-BP
ARX,ENSG00000004848,BARX1_NA_TATTCG20NCTG_ESAC_yang2017_0_3_7mer,primary,0.9418851820211688,0.8751092958722444,,,CIS-BP
ARX,ENSG00000004848,BARX2_FL_TAGTTA40NGTG_KZ_yin2017_0_4_7mer,primary,0.9131715877080402,0.8778648491532985,,,CIS-BP
ARX,ENSG00000004848,BSX_NA_TATGAA20NCG_ESY_yang2017_0_3_7mer,primary,0.8781801775939713,0.8790015682419852,,,CIS-BP
ARX,ENSG00000004848,DLX1_eDBD_TGGTCA40NGTG_KT_yin2017_0_3_7mer,secondary-first-batch,,0.940077108969953,0.6698623463187506,0.7250076165258095,CIS-BP
ARX,ENSG00000004848,DLX1_NA_TGAGAT20NCG_P_jolma2013_0_5_7mer,primary,0.819278951456106,0.9010816418551758,,,CIS-BP
ARX,ENSG00000004848,DLX2_eDBD_TGTCTG40NAGG_KP_yin2017_0_4_7mer,primary,0.924200590767745,0.9326544571393518,,,CIS-BP
ARX,ENSG00000004848,DLX3_eDBD_TCCAGC40NGGC_KN_yin2017_0_3_7mer,primary,0.9433091761809725,0.927871549438285,,,CIS-BP
ARX,ENSG00000004848,DLX3_FL_TGGAGA40NCCA_KW_yin2017_1_4_7mer,secondary-first-batch,,0.920435986225256,0.3964169309403371,0.436603284176275,CIS-BP
ARX,ENSG00000004848,DLX4_eDBD_TCGAGT40NACT_KT_yin2017_0_3_7mer,primary,0.8869489091707502,0.9383138620558912,,,CIS-BP
ARX,ENSG00000004848,DLX4_NA_TCTTCT20NGA_ESAC_yang2017_0_3_7mer,secondary-novel-batch,,0.8481328186218424,0.593564357195993,0.7557546162206471,CIS-BP
ARX,ENSG00000004848,DLX5_eDBD_TCATGT40NCTG_KT_yin2017_0_3_7mer,primary,0.8583190531701406,0.9461647993936503,,,CIS-BP
ARX,ENSG00000004848,DLX6_eDBD_TGGTGG40NTAA_KR_yin2017_0_3_7mer,primary,0.9183170191090276,0.8930025043364515,,,CIS-BP
ARX,ENSG00000004848,DLX6_NA_TGCGGG20NGA_Y_jolma2013_0_3_6mer,secondary-novel-batch,,0.85080218979343,,0.2443602346947712,CIS-BP
ARX,ENSG00000004848,DRGX_eDBD_TACTAC40NGCC_KO_yin2017_2_4_6mer,secondary-first-batch,,0.8790941156014201,0.2074021797856017,0.5911635232566489,CIS-BP
ARX,ENSG00000004848,DRGX_eDBD_TTGAAG40NCTC_KO_yin2017_0_4_7mer,primary,0.9201054575381796,0.9239432088803681,,,CIS-BP
ARX,ENSG00000004848,EMX1_eDBD_TTAGCA40NGGT_KO_yin2017_0_4_7mer,primary,0.9049411778697647,0.908952886328186,,,CIS-BP
ARX,ENSG00000004848,EMX1_FL_TAAGAT40NATG_KW_yin2017_0_1_7mer,secondary-novel-batch,,0.8541554136187783,0.7226870872121413,0.5797573367639302,CIS-BP
ARX,ENSG00000004848,EMX2_NA_TGGTTC30NTTT_ESAI_yang2017_0_4_7mer,primary,0.8871059362383535,0.7804380278548648,,,CIS-BP
ARX,ENSG00000004848,EN1_eDBD_TATATA40NGCT_KR_yin2017_0_1_6mer,secondary-novel-batch,,0.7756097892951888,,0.2361496427723397,CIS-BP
ARX,ENSG00000004848,EN1_NA_TGACCT20NCCA_W_jolma2013_0_3_7mer,primary,0.8015038750384417,0.8181719856359604,,,CIS-BP
ARX,ENSG00000004848,EN2_eDBD_TGGCCT40NTAT_KS_yin2017_0_1_7mer,secondary-novel-batch,,0.8492692270586448,0.4380812796314686,0.4568114593810642,CIS-BP
